"","DR_NO","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","LAT","LON"
"5365",221704029,"12/07/2021 12:00:00 AM",1200,17,"Devonshire",668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,"X","X",203,"OTHER BUSINESS",34.2427,-118.582
"5366",220716782,"11/18/2022 12:00:00 AM",2058,7,"Wilshire",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",21,"X","X",203,"OTHER BUSINESS",34.0669,-118.3456
"5367",230618787,"12/02/2023 12:00:00 AM",2355,6,"Hollywood",352,"PICKPOCKET",32,"M","O",733,"BAR/SPORTS BAR (OPEN DAY & NIGHT)",34.1016,-118.3321
"5368",232005193,"01/20/2023 12:00:00 AM",2200,20,"Olympic",330,"BURGLARY FROM VEHICLE",48,"M","K",101,"STREET",34.0597,-118.3066
"5369",230910945,"06/22/2023 12:00:00 AM",1830,9,"Van Nuys",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",33,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.2021,-118.428
"5370",231113841,"09/25/2023 12:00:00 AM",1100,11,"Northeast",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",48,"M","W",501,"SINGLE FAMILY DWELLING",34.0859,-118.2727
"5371",230206836,"02/28/2023 12:00:00 AM",1544,2,"Rampart",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",404,"DEPARTMENT STORE",34.0786,-118.2788
"5372",220105700,"01/29/2022 12:00:00 AM",900,1,"Central",626,"INTIMATE PARTNER - SIMPLE ASSAULT",25,"F","B",501,"SINGLE FAMILY DWELLING",34.0615,-118.247
"5373",211217938,"08/14/2021 12:00:00 AM",2000,12,"77th Street",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",56,"M","H",122,"VEHICLE, PASSENGER/TRUCK",33.9862,-118.3002
"5374",241900635,"04/05/2024 12:00:00 AM",1600,19,"Mission",624,"BATTERY - SIMPLE ASSAULT",39,"M","H",501,"SINGLE FAMILY DWELLING",34.3089,-118.4613
"5375",211908811,"04/01/2021 12:00:00 AM",1025,19,"Mission",440,"THEFT PLAIN - PETTY ($950 & UNDER)",24,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.2279,-118.4483
"5376",242110649,"07/30/2024 12:00:00 AM",134,21,"Topanga",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.1809,-118.6442
"5377",222013860,"08/14/2022 12:00:00 AM",1500,20,"Olympic",210,"ROBBERY",32,"M","H",108,"PARKING LOT",34.0763,-118.3004
"5378",220516672,"12/03/2022 12:00:00 AM",730,5,"Harbor",354,"THEFT OF IDENTITY",37,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",33.7815,-118.265
"5379",210708877,"03/19/2021 12:00:00 AM",2000,7,"Wilshire",480,"BIKE - STOLEN",38,"F","W",501,"SINGLE FAMILY DWELLING",34.0677,-118.3579
"5380",210604345,"01/10/2021 12:00:00 AM",1850,6,"Hollywood",761,"BRANDISH WEAPON",23,"M","W",101,"STREET",34.1058,-118.3442
"5381",220310183,"05/05/2022 12:00:00 AM",1615,3,"Southwest",310,"BURGLARY",22,"F","O",501,"SINGLE FAMILY DWELLING",34.0274,-118.2915
"5382",220510453,"06/20/2022 12:00:00 AM",2058,5,"Harbor",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0,"X","X",101,"STREET",33.7938,-118.2938
"5383",240308781,"04/03/2024 12:00:00 AM",1400,3,"Southwest",624,"BATTERY - SIMPLE ASSAULT",39,"M","B",210,"RESTAURANT/FAST FOOD",34.0145,-118.3045
"5384",200800623,"04/23/2020 12:00:00 AM",1120,8,"West LA",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",32,"M","W",101,"STREET",34.0511,-118.4643
"5385",211518201,"12/02/2021 12:00:00 AM",2200,15,"N Hollywood",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.1321,-118.348
"5386",201009078,"05/17/2020 12:00:00 AM",750,10,"West Valley",310,"BURGLARY",72,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.2074,-118.4794
"5387",231420836,"11/21/2023 12:00:00 AM",827,14,"Pacific",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",23,"F","O",212,"TRANSPORTATION FACILITY (AIRPORT)",33.9523,-118.3906
"5388",220810542,"05/28/2022 12:00:00 AM",1151,8,"West LA",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",52,"F","O",501,"SINGLE FAMILY DWELLING",34.1018,-118.4453
"5389",211500942,"09/06/2021 12:00:00 AM",2215,15,"N Hollywood",624,"BATTERY - SIMPLE ASSAULT",39,"F","W",402,"MARKET",34.143,-118.3727
"5390",210113173,"07/07/2021 12:00:00 AM",1450,1,"Central",625,"OTHER ASSAULT",59,"M","W",834,"LA UNION STATION (NOT LINE SPECIFIC)",34.0561,-118.2375
"5391",221913196,"08/14/2022 12:00:00 AM",1000,19,"Mission",761,"BRANDISH WEAPON",32,"F","W",501,"SINGLE FAMILY DWELLING",34.2922,-118.4612
"5392",230413224,"10/08/2023 12:00:00 AM",2100,4,"Hollenbeck",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,"X","X",203,"OTHER BUSINESS",34.0182,-118.2215
"5393",211419688,"10/07/2021 12:00:00 AM",1600,14,"Pacific",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",108,"PARKING LOT",33.98,-118.4384
"5394",241907603,"03/12/2024 12:00:00 AM",1735,19,"Mission",440,"THEFT PLAIN - PETTY ($950 & UNDER)",25,"F","O",101,"STREET",34.2283,-118.4575
"5395",221708795,"05/13/2022 12:00:00 AM",1755,17,"Devonshire",888,"TRESPASSING",52,"F","O",501,"SINGLE FAMILY DWELLING",34.2757,-118.5144
"5396",220715787,"10/26/2022 12:00:00 AM",1900,7,"Wilshire",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0418,-118.3225
"5397",210121804,"12/07/2021 12:00:00 AM",830,1,"Central",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",0,"M","O",123,"PARKING UNDERGROUND/BUILDING",34.0377,-118.2622
"5398",230121114,"10/02/2023 12:00:00 AM",2030,1,"Central",626,"INTIMATE PARTNER - SIMPLE ASSAULT",21,"F","H",101,"STREET",34.0698,-118.2476
"5399",221007215,"03/25/2022 12:00:00 AM",1600,10,"West Valley",440,"THEFT PLAIN - PETTY ($950 & UNDER)",54,"F","W",501,"SINGLE FAMILY DWELLING",34.1868,-118.5255
"5400",231701307,"10/17/2023 12:00:00 AM",2035,17,"Devonshire",310,"BURGLARY",0,"X","X",404,"DEPARTMENT STORE",34.2374,-118.558
"5401",200619308,"12/15/2020 12:00:00 AM",1725,6,"Hollywood",220,"ATTEMPTED ROBBERY",53,"M","H",102,"SIDEWALK",34.1018,-118.3093
"5402",200204060,"01/02/2020 12:00:00 AM",800,2,"Rampart",510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT",34.0692,-118.2792
"5403",231514293,"09/03/2023 12:00:00 AM",650,15,"N Hollywood",330,"BURGLARY FROM VEHICLE",33,"F","H",101,"STREET",34.1925,-118.4031
"5404",200512941,"08/12/2020 12:00:00 AM",1630,5,"Harbor",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",33,"M","O",101,"STREET",33.8495,-118.3093
"5405",220609409,"04/27/2022 12:00:00 AM",425,6,"Hollywood",210,"ROBBERY",31,"M","B",102,"SIDEWALK",34.098,-118.3416
"5406",212013625,"08/26/2021 12:00:00 AM",1400,20,"Olympic",341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",56,"F","B",801,"MTA BUS",34.0436,-118.309
"5407",200404448,"01/11/2020 12:00:00 AM",2000,4,"Hollenbeck",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0827,-118.173
"5408",240105664,"01/19/2024 12:00:00 AM",1150,1,"Central",310,"BURGLARY",43,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0453,-118.2499
"5409",212013481,"08/21/2021 12:00:00 AM",1815,20,"Olympic",860,"BATTERY WITH SEXUAL CONTACT",35,"M","O",138,"STAIRWELL*",34.0654,-118.3016
"5410",210616987,"10/01/2020 12:00:00 AM",1,6,"Hollywood",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",34.1111,-118.3326
"5411",210710045,"06/21/2021 12:00:00 AM",600,7,"Wilshire",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",65,"M","W",101,"STREET",34.0502,-118.3762
"5412",220712596,"07/01/2022 12:00:00 AM",1200,7,"Wilshire",762,"LEWD CONDUCT",16,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0374,-118.3742
"5413",222016467,"10/28/2022 12:00:00 AM",805,20,"Olympic",624,"BATTERY - SIMPLE ASSAULT",30,"F","H",101,"STREET",34.0636,-118.3053
"5414",231007988,"04/14/2023 12:00:00 AM",830,10,"West Valley",624,"BATTERY - SIMPLE ASSAULT",44,"M","H",101,"STREET",34.1717,-118.4758
"5415",220124571,"11/16/2022 12:00:00 AM",135,1,"Central",320,"BURGLARY, ATTEMPTED",0,"X","X",203,"OTHER BUSINESS",34.0467,-118.2411
"5416",232107606,"04/05/2023 12:00:00 AM",1800,21,"Topanga",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",108,"PARKING LOT",34.2239,-118.6017
"5417",201009286,"05/22/2020 12:00:00 AM",2200,10,"West Valley",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.212,-118.5374
"5418",201505111,"01/22/2020 12:00:00 AM",2000,15,"N Hollywood",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",41,"F","O",122,"VEHICLE, PASSENGER/TRUCK",34.1669,-118.3555
"5419",220413448,"09/22/2022 12:00:00 AM",1900,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",31,"F","H",501,"SINGLE FAMILY DWELLING",34.0387,-118.2079
"5420",231706323,"02/25/2023 12:00:00 AM",2255,17,"Devonshire",624,"BATTERY - SIMPLE ASSAULT",38,"M","O",501,"SINGLE FAMILY DWELLING",34.2299,-118.5722
"5421",230514776,"10/16/2023 12:00:00 AM",1411,5,"Harbor",343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",0,"X","X",243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",33.7639,-118.2934
"5422",201220413,"09/11/2020 12:00:00 AM",925,12,"77th Street",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,"M","H",101,"STREET",33.9574,-118.3025
"5423",210611070,"05/28/2021 12:00:00 AM",1415,6,"Hollywood",440,"THEFT PLAIN - PETTY ($950 & UNDER)",45,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.103,-118.305
"5424",230915665,"10/05/2023 12:00:00 AM",1440,9,"Van Nuys",343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",21,"F","H",404,"DEPARTMENT STORE",34.1576,-118.4387
"5425",210806942,"03/06/2021 12:00:00 AM",1100,8,"West LA",310,"BURGLARY",74,"M","W",203,"OTHER BUSINESS",34.0816,-118.5205
"5426",200612438,"07/09/2020 12:00:00 AM",1350,6,"Hollywood",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",203,"OTHER BUSINESS",34.1036,-118.3049
"5427",230616592,"10/17/2023 12:00:00 AM",1440,6,"Hollywood",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"X","X",101,"STREET",34.1016,-118.3246
"5428",221609925,"06/28/2022 12:00:00 AM",2100,16,"Foothill",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.2157,-118.3725
"5429",201914100,"08/24/2020 12:00:00 AM",830,19,"Mission",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,"F","H",122,"VEHICLE, PASSENGER/TRUCK",34.2184,-118.4698
"5430",240116306,"08/07/2024 12:00:00 AM",750,1,"Central",888,"TRESPASSING",0,"X","X",834,"LA UNION STATION (NOT LINE SPECIFIC)",34.0561,-118.2375
"5431",241512895,"08/14/2024 12:00:00 AM",1145,15,"N Hollywood",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",32,"M","H",109,"PARK/PLAYGROUND",34.165,-118.379
"5432",201221667,"09/29/2020 12:00:00 AM",2115,12,"77th Street",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,"F","H",101,"STREET",33.9923,-118.2981
"5433",220604962,"01/22/2022 12:00:00 AM",2320,6,"Hollywood",510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT",34.1034,-118.349
"5434",221213317,"05/27/2022 12:00:00 AM",1500,12,"77th Street",330,"BURGLARY FROM VEHICLE",68,"M","B",101,"STREET",33.9564,-118.309
"5435",221017458,"12/08/2022 12:00:00 AM",2010,10,"West Valley",888,"TRESPASSING",51,"F","W",501,"SINGLE FAMILY DWELLING",34.1459,-118.4762
"5436",240108943,"03/12/2024 12:00:00 AM",1121,1,"Central",354,"THEFT OF IDENTITY",42,"M","F",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0503,-118.2434
"5437",220125470,"11/29/2022 12:00:00 AM",400,1,"Central",330,"BURGLARY FROM VEHICLE",34,"F","H",101,"STREET",34.0425,-118.2493
"5438",221210369,"04/14/2022 12:00:00 AM",1000,12,"77th Street",310,"BURGLARY",62,"M","B",501,"SINGLE FAMILY DWELLING",33.9608,-118.2985
"5439",231417051,"09/09/2023 12:00:00 AM",1135,14,"Pacific",624,"BATTERY - SIMPLE ASSAULT",52,"M","W",101,"STREET",33.9841,-118.4587
"5440",222111705,"07/14/2022 12:00:00 AM",1344,21,"Topanga",901,"VIOLATION OF RESTRAINING ORDER",22,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.2047,-118.599
"5441",200913066,"08/03/2020 12:00:00 AM",1855,9,"Van Nuys",901,"VIOLATION OF RESTRAINING ORDER",42,"F","H",501,"SINGLE FAMILY DWELLING",34.1847,-118.4465
"5442",231214877,"06/28/2023 12:00:00 AM",1140,12,"77th Street",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",49,"M","H",501,"SINGLE FAMILY DWELLING",33.9909,-118.3215
"5443",231310376,"05/07/2023 12:00:00 AM",1400,13,"Newton",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0016,-118.242
"5444",230114182,"06/13/2023 12:00:00 AM",1600,1,"Central",624,"BATTERY - SIMPLE ASSAULT",57,"M","B",102,"SIDEWALK",34.0487,-118.2588
"5445",210709928,"06/11/2021 12:00:00 AM",1800,7,"Wilshire",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",39,"F","B",101,"STREET",34.0392,-118.3712
"5446",220315281,"08/17/2022 12:00:00 AM",1230,3,"Southwest",450,"THEFT FROM PERSON - ATTEMPT",45,"F","H",101,"STREET",34.0246,-118.352
"5447",221607742,"04/28/2022 12:00:00 AM",228,16,"Foothill",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",34,"M","W",108,"PARKING LOT",34.2333,-118.373
"5448",220917699,"12/26/2022 12:00:00 AM",1410,9,"Van Nuys",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",57,"F","H",101,"STREET",34.1975,-118.4487
"5449",200607283,"03/03/2020 12:00:00 AM",1500,6,"Hollywood",956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",31,"F","W",501,"SINGLE FAMILY DWELLING",34.1036,-118.302
"5450",210913485,"08/29/2021 12:00:00 AM",1005,9,"Van Nuys",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"X","X",221,"PUBLIC STORAGE",34.183,-118.4702
"5451",220604001,"01/01/2022 12:00:00 AM",5,6,"Hollywood",210,"ROBBERY",34,"M","H",101,"STREET",34.1054,-118.3093
"5452",210313700,"07/26/2021 12:00:00 AM",2000,3,"Southwest",510,"VEHICLE - STOLEN",0,"","",104,"DRIVEWAY",34,-118.3225
"5453",210816784,"11/19/2021 12:00:00 AM",1600,8,"West LA",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",203,"OTHER BUSINESS",34.06,-118.42
"5454",201304772,"01/14/2020 12:00:00 AM",1600,13,"Newton",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",16,"M","H",102,"SIDEWALK",33.9933,-118.2652
"5455",241409669,"05/20/2024 12:00:00 AM",1200,14,"Pacific",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",33.9946,-118.4682
"5456",201104732,"01/17/2020 12:00:00 AM",1800,11,"Northeast",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",32,"F","W",101,"STREET",34.1241,-118.2208
"5457",230704757,"12/23/2022 12:00:00 AM",1445,7,"Wilshire",354,"THEFT OF IDENTITY",41,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0522,-118.3494
"5458",210805003,"12/31/2020 12:00:00 AM",1908,8,"West LA",354,"THEFT OF IDENTITY",47,"M","O",501,"SINGLE FAMILY DWELLING",34.0679,-118.4262
"5459",240606783,"03/01/2024 12:00:00 AM",1031,6,"Hollywood",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",404,"DEPARTMENT STORE",34.1038,-118.3151
"5460",200505335,"02/01/2020 12:00:00 AM",1935,5,"Harbor",753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"X","X",103,"ALLEY",33.7948,-118.3011
"5461",210505580,"02/03/2021 12:00:00 AM",1320,5,"Harbor",440,"THEFT PLAIN - PETTY ($950 & UNDER)",56,"F","B",406,"OTHER STORE",33.8535,-118.2992
"5462",211405654,"01/27/2021 12:00:00 AM",1830,14,"Pacific",330,"BURGLARY FROM VEHICLE",59,"F","W",719,"MEDICAL/DENTAL OFFICES",33.9583,-118.3931
"5463",200614740,"08/29/2020 12:00:00 AM",2230,6,"Hollywood",648,"ARSON",34,"F","W",501,"SINGLE FAMILY DWELLING",34.1005,-118.3214
"5464",201015067,"11/14/2020 12:00:00 AM",2145,10,"West Valley",761,"BRANDISH WEAPON",41,"M","H",210,"RESTAURANT/FAST FOOD",34.2084,-118.5012
"5465",201106775,"03/02/2020 12:00:00 AM",400,11,"Northeast",421,"THEFT FROM MOTOR VEHICLE - ATTEMPT",69,"M","W",101,"STREET",34.1412,-118.2117
"5466",230618206,"11/23/2023 12:00:00 AM",1400,6,"Hollywood",626,"INTIMATE PARTNER - SIMPLE ASSAULT",27,"F","B",101,"STREET",34.1016,-118.331
"5467",231705117,"01/29/2023 12:00:00 AM",2300,17,"Devonshire",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET",34.2356,-118.4741
"5468",230715641,"10/10/2023 12:00:00 AM",1808,7,"Wilshire",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",31,"F","B",108,"PARKING LOT",34.0486,-118.3383
"5469",201409314,"04/05/2020 12:00:00 AM",1400,14,"Pacific",901,"VIOLATION OF RESTRAINING ORDER",53,"M","H",101,"STREET",33.9943,-118.4622
"5470",210810549,"06/17/2021 12:00:00 AM",1715,8,"West LA",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,"M","O",101,"STREET",34.0588,-118.4439
"5471",231306655,"02/21/2023 12:00:00 AM",928,13,"Newton",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",0,"F","H",721,"HIGH SCHOOL",34.0104,-118.2535
"5472",231017094,"12/12/2023 12:00:00 AM",322,10,"West Valley",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",58,"M","B",122,"VEHICLE, PASSENGER/TRUCK",34.2143,-118.5534
"5473",242010467,"07/29/2024 12:00:00 AM",1500,20,"Olympic",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",42,"F","P",122,"VEHICLE, PASSENGER/TRUCK",34.0652,-118.2878
"5474",230211922,"05/30/2023 12:00:00 AM",700,2,"Rampart",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0851,-118.2881
"5475",231415615,"08/10/2023 12:00:00 AM",1000,14,"Pacific",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",210,"RESTAURANT/FAST FOOD",34.0204,-118.4039
"5476",220113138,"05/26/2022 12:00:00 AM",1950,1,"Central",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",57,"M","H",101,"STREET",34.0437,-118.2455
"5477",200908996,"04/26/2020 12:00:00 AM",2240,9,"Van Nuys",330,"BURGLARY FROM VEHICLE",26,"M","H",101,"STREET",34.1849,-118.4249
"5478",210122687,"12/23/2021 12:00:00 AM",750,1,"Central",220,"ATTEMPTED ROBBERY",0,"M","O",101,"STREET",34.0667,-118.2452
"5479",210612373,"07/06/2021 12:00:00 AM",1500,6,"Hollywood",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,"M","O",501,"SINGLE FAMILY DWELLING",34.1048,-118.3566
"5480",200305888,"02/01/2020 12:00:00 AM",800,3,"Southwest",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",34,"F","B",108,"PARKING LOT",34.0148,-118.3222
"5481",220608510,"04/07/2022 12:00:00 AM",2010,6,"Hollywood",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"X","X",203,"OTHER BUSINESS",34.1018,-118.3006
"5482",211614597,"12/03/2021 12:00:00 AM",600,16,"Foothill",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",0,"M","O",108,"PARKING LOT",34.2397,-118.4149
"5483",220606371,"02/20/2022 12:00:00 AM",2215,6,"Hollywood",626,"INTIMATE PARTNER - SIMPLE ASSAULT",0,"X","X",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0863,-118.3019
"5484",201315922,"08/22/2020 12:00:00 AM",1650,13,"Newton",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",34,"M","H",101,"STREET",34.0145,-118.2565
"5485",230513734,"09/20/2023 12:00:00 AM",1307,5,"Harbor",624,"BATTERY - SIMPLE ASSAULT",23,"F","H",202,"LIQUOR STORE",33.7908,-118.2845
"5486",201112785,"08/22/2020 12:00:00 AM",2300,11,"Northeast",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,"F","W",102,"SIDEWALK",34.0981,-118.3005
"5487",210809938,"05/31/2021 12:00:00 AM",1730,8,"West LA",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,"F","W",122,"VEHICLE, PASSENGER/TRUCK",34.0287,-118.5205
"5488",240809398,"06/30/2024 12:00:00 AM",1920,8,"West LA",330,"BURGLARY FROM VEHICLE",49,"F","W",123,"PARKING UNDERGROUND/BUILDING",34.0468,-118.5251
"5489",210309122,"04/20/2021 12:00:00 AM",2035,3,"Southwest",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,"M","H",101,"STREET",34.0204,-118.33
"5490",222100502,"01/04/2022 12:00:00 AM",405,21,"Topanga",310,"BURGLARY",35,"M","X",406,"OTHER STORE",34.2011,-118.5751
"5491",231708622,"04/21/2023 12:00:00 AM",1700,17,"Devonshire",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",53,"M","H",501,"SINGLE FAMILY DWELLING",34.2675,-118.4913
"5492",230909823,"05/25/2023 12:00:00 AM",1030,9,"Van Nuys",850,"INDECENT EXPOSURE",33,"F","H",101,"STREET",34.1994,-118.4488
"5493",211913191,"09/12/2021 12:00:00 AM",10,19,"Mission",410,"BURGLARY FROM VEHICLE, ATTEMPTED",63,"M","H",101,"STREET",34.2157,-118.4287
"5494",230125597,"12/04/2023 12:00:00 AM",1120,1,"Central",624,"BATTERY - SIMPLE ASSAULT",32,"F","B",101,"STREET",34.0438,-118.2416
"5495",231710800,"05/17/2023 12:00:00 AM",1200,17,"Devonshire",624,"BATTERY - SIMPLE ASSAULT",16,"M","H",514,"GROUP HOME",34.2302,-118.4764
"5496",201911016,"06/15/2020 12:00:00 AM",2200,19,"Mission",627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT",14,"M","H",501,"SINGLE FAMILY DWELLING",34.2391,-118.443
"5497",210619666,"11/27/2021 12:00:00 AM",1159,6,"Hollywood",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.1016,-118.331
"5498",221614065,"11/04/2022 12:00:00 AM",1015,16,"Foothill",354,"THEFT OF IDENTITY",27,"M","B",602,"BANK",34.2654,-118.4053
"5499",220812840,"07/15/2022 12:00:00 AM",600,8,"West LA",310,"BURGLARY",73,"M","O",501,"SINGLE FAMILY DWELLING",34.0752,-118.4832
"5500",221706180,"01/26/2022 12:00:00 AM",637,17,"Devonshire",420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",27,"M","H",501,"SINGLE FAMILY DWELLING",34.2493,-118.4883
"5501",240107780,"02/23/2024 12:00:00 AM",700,1,"Central",624,"BATTERY - SIMPLE ASSAULT",66,"M","A",102,"SIDEWALK",34.0421,-118.2469
"5502",210509547,"05/25/2021 12:00:00 AM",2200,5,"Harbor",330,"BURGLARY FROM VEHICLE",0,"X","X",116,"OTHER/OUTSIDE",33.7817,-118.2551
"5503",211518718,"12/15/2021 12:00:00 AM",1,15,"N Hollywood",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",26,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.1412,-118.3681
"5504",230912823,"05/29/2023 12:00:00 AM",1200,9,"Van Nuys",510,"VEHICLE - STOLEN",0,"","",203,"OTHER BUSINESS",34.206,-118.4445
"5505",200120122,"10/27/2020 12:00:00 AM",2000,1,"Central",310,"BURGLARY",0,"X","X",203,"OTHER BUSINESS",34.046,-118.2595
"5506",230615478,"09/19/2023 12:00:00 AM",100,6,"Hollywood",510,"VEHICLE - STOLEN",0,"","",101,"STREET",34.0962,-118.349
"5507",201400559,"02/16/2020 12:00:00 AM",230,14,"Pacific",815,"SEXUAL PENETRATION W/FOREIGN OBJECT",22,"F","B",108,"PARKING LOT",33.93,-118.4346
"5508",221309096,"03/28/2022 12:00:00 AM",1800,13,"Newton",510,"VEHICLE - STOLEN",0,"","",101,"STREET",33.9842,-118.2718
"5509",230818390,"12/22/2023 12:00:00 AM",2205,8,"West LA",354,"THEFT OF IDENTITY",24,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0664,-118.4397
"5510",240806902,"03/05/2024 12:00:00 AM",908,8,"West LA",442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",203,"OTHER BUSINESS",34.0623,-118.4434
"5511",202014224,"09/04/2020 12:00:00 AM",850,20,"Olympic",761,"BRANDISH WEAPON",33,"M","H",101,"STREET",34.0705,-118.2929
